trade_date,segment,source,instrument,underlying,symbol,expiry,strike,option_type,open,high,low,close,last_price,settle_price,volume,turnover,open_interest,change_in_oi,source_row_number,source_provider,source_format,contract_type,aqsd_underlying
2026-06-16,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-06-30,400.0,CE,1.15,2.05,1.05,1.65,1.5,1.65,673,837930620.0,1494200,496000,1,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-06-16,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-08-25,400.0,CE,0.0,0.0,0.0,17.45,0.0,18.35,0,0.0,0,0,2,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-06-16,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-08-25,300.0,CE,0.0,0.0,0.0,72.85,0.0,80.4,0,0.0,0,0,3,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-06-16,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-07-28,400.0,CE,5.45,7.9,5.45,7.0,7.1,7.0,144,181555995.0,632400,254200,4,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-06-16,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-07-28,350.0,CE,31.45,32.45,29.55,32.45,32.45,36.05,6,7082260.0,52700,-9300,5,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-06-16,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-06-30,420.0,CE,0.35,0.45,0.3,0.35,0.3,0.35,86,112066860.0,554900,6200,6,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-06-16,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-06-30,330.0,PE,0.55,0.55,0.35,0.4,0.45,0.4,121,123941720.0,461900,-83700,7,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-06-16,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-06-30,325.0,PE,0.35,0.35,0.25,0.3,0.3,0.3,62,62522195.0,294500,-96100,8,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-06-16,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-08-25,390.0,CE,0.0,0.0,0.0,20.65,0.0,22.0,0,0.0,0,0,9,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-06-16,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-08-25,360.0,CE,0.0,0.0,0.0,15.5,15.5,36.4,0,0.0,6200,0,10,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-06-16,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-08-25,350.0,PE,0.0,0.0,0.0,20.3,0.0,14.15,0,0.0,0,0,11,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-06-16,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-06-30,325.0,CE,43.1,46.45,43.1,46.45,46.45,50.05,6,6877815.0,21700,0,12,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-06-16,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-07-28,395.0,PE,0.0,0.0,0.0,41.65,0.0,31.65,0,0.0,0,0,13,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-06-16,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-07-28,390.0,PE,0.0,0.0,0.0,57.9,0.0,28.45,0,0.0,0,0,14,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-06-16,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-06-30,345.0,PE,1.95,2.0,0.95,1.0,1.05,1.0,197,211458750.0,616900,-198400,15,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-06-16,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-06-30,380.0,CE,5.25,7.45,5.0,6.55,6.1,6.55,1184,1418198385.0,1280300,334800,16,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-06-16,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-06-30,340.0,CE,33.0,36.15,31.6,34.65,34.45,34.65,41,47464875.0,434000,-71300,17,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-06-16,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-08-25,320.0,PE,0.0,0.0,0.0,9.8,0.0,5.9,0,0.0,0,0,18,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-06-16,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-08-25,390.0,PE,0.0,0.0,0.0,41.85,0.0,33.25,0,0.0,0,0,19,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-06-16,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-06-30,310.0,CE,0.0,0.0,0.0,44.0,44.0,64.65,0,0.0,40300,0,20,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-06-16,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-06-30,305.0,CE,0.0,0.0,0.0,44.45,0.0,69.6,0,0.0,0,0,21,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-06-16,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-08-25,300.0,PE,0.0,0.0,0.0,5.35,0.0,2.8,0,0.0,0,0,22,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-06-16,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-07-28,300.0,PE,0.7,0.7,0.7,0.7,0.7,1.05,1,932170.0,71300,3100,23,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
