security_id,symbol,name,sector,industry,exchange,segment,fno_flag,active_flag,lot_size,tick_size,isin,fyers_symbol,nse_token,source,security_type,instrument_class,is_index,is_stock,is_fno,aqsd_scope,enrichment_status,enrichment_source
SMD-0101,ICICIBANK,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0102,ICICIGI,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0103,ICICIPRULI,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0104,IDEA,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0105,IDFCFIRSTB,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0106,IEX,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0107,IGL,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0108,IIFL,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0109,INDHOTEL,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0110,INDIANB,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0111,INDIGO,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0112,INDUSINDBK,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0113,INDUSTOWER,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0114,INFY,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0115,INOXWIND,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0116,IOC,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0117,IRB,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0118,IRCTC,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0119,IREDA,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0120,IRFC,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0121,ITC,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0122,JINDALSTEL,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0123,JIOFIN,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0124,JSL,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0125,JSWENERGY,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0126,JSWSTEEL,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0127,JUBLFOOD,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0128,KALYANKJIL,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0129,KAYNES,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0130,KEI,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0131,KFINTECH,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0132,KOTAKBANK,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0133,KPITTECH,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0134,LAURUSLABS,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0135,LICHSGFIN,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0136,LICI,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0137,LODHA,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0138,LT,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0139,LTF,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0140,LTIM,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0141,LTM,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0142,LUPIN,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0143,M&M,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0144,M&MFIN,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0145,MANAPPURAM,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0146,MANKIND,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0147,MARICO,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0148,MARUTI,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0149,MAXHEALTH,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0150,MAZDOCK,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0151,MCX,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0152,MFSL,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0153,MGL,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0154,MIDCPNIFTY,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,INDEX,INDEX_UNDERLYING,YES,NO,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0155,MOTHERSON,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0156,MOTILALOFS,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0157,MPHASIS,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0158,MUTHOOTFIN,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0159,NAM-INDIA,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0160,NATIONALUM,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0161,NAUKRI,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0162,NBCC,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0163,NCC,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0164,NESTLEIND,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0165,NHPC,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0166,NIFTY,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,INDEX,INDEX_UNDERLYING,YES,NO,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0167,NIFTYNXT50,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,INDEX,INDEX_UNDERLYING,YES,NO,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0168,NMDC,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0169,NTPC,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0170,NUVAMA,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0171,NYKAA,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0172,OBEROIRLTY,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0173,OFSS,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0174,OIL,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0175,ONGC,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0176,PAGEIND,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0177,PATANJALI,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0178,PAYTM,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0179,PEL,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0180,PERSISTENT,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0181,PETRONET,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0182,PFC,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0183,PGEL,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0184,PHOENIXLTD,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0185,PIDILITIND,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0186,PIIND,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0187,PNB,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0188,PNBHOUSING,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0189,POLICYBZR,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0190,POLYCAB,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0191,POONAWALLA,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0192,POWERGRID,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0193,POWERINDIA,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0194,PPLPHARMA,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0195,PREMIERENE,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0196,PRESTIGE,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0197,RADICO,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0198,RBLBANK,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0199,RECLTD,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0200,RELIANCE,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0201,RVNL,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
