trade_date,segment,source,instrument,underlying,symbol,expiry,strike,option_type,open,high,low,close,last_price,settle_price,volume,turnover,open_interest,change_in_oi,source_row_number,source_provider,source_format,contract_type,aqsd_underlying
2026-05-26,FO,NSE,STO,ADANIENSOL,ADANIENSOL,2026-05-26,1080.0,CE,0.0,0.0,0.0,101.0,0.0,1463.3,0,0.0,0,0,1,NSE,UDIFF F&O BHAVCOPY,OPTION,ADANIENSOL
2026-05-26,FO,NSE,STO,ADANIENSOL,ADANIENSOL,2026-05-26,1160.0,CE,0.0,0.0,0.0,238.6,238.6,1463.3,0,0.0,145800,0,2,NSE,UDIFF F&O BHAVCOPY,OPTION,ADANIENSOL
2026-05-26,FO,NSE,STO,ADANIENSOL,ADANIENSOL,2026-05-26,1340.0,CE,65.0,165.45,60.95,116.05,165.45,1463.3,14,13458015.0,87750,-5400,3,NSE,UDIFF F&O BHAVCOPY,OPTION,ADANIENSOL
2026-05-26,FO,NSE,STO,ADANIENSOL,ADANIENSOL,2026-05-26,1480.0,CE,0.9,0.9,0.05,0.15,0.05,1463.3,378,377721022.5,197775,-46575,4,NSE,UDIFF F&O BHAVCOPY,OPTION,ADANIENSOL
2026-05-26,FO,NSE,STO,ADANIENSOL,ADANIENSOL,2026-06-30,1100.0,CE,349.0,360.0,349.0,355.7,360.0,355.7,4,3925800.0,3375,-675,5,NSE,UDIFF F&O BHAVCOPY,OPTION,ADANIENSOL
2026-05-26,FO,NSE,STO,ADANIENSOL,ADANIENSOL,2026-06-30,1220.0,CE,0.0,0.0,0.0,267.8,0.0,266.5,0,0.0,0,0,6,NSE,UDIFF F&O BHAVCOPY,OPTION,ADANIENSOL
2026-05-26,FO,NSE,STO,ADANIENSOL,ADANIENSOL,2026-06-30,1600.0,PE,0.0,0.0,0.0,236.0,236.0,178.9,0,0.0,675,0,7,NSE,UDIFF F&O BHAVCOPY,OPTION,ADANIENSOL
2026-05-26,FO,NSE,STO,ADANIENSOL,ADANIENSOL,2026-05-26,1680.0,PE,0.0,0.0,0.0,451.55,0.0,1463.3,0,0.0,0,0,8,NSE,UDIFF F&O BHAVCOPY,OPTION,ADANIENSOL
2026-05-26,FO,NSE,STO,ADANIENSOL,ADANIENSOL,2026-05-26,920.0,PE,0.0,0.0,0.0,0.1,0.1,1463.3,0,0.0,8775,0,9,NSE,UDIFF F&O BHAVCOPY,OPTION,ADANIENSOL
2026-05-26,FO,NSE,STO,ADANIENSOL,ADANIENSOL,2026-05-26,1280.0,PE,0.2,0.3,0.05,0.15,0.05,1463.3,50,43203813.75,81000,-3375,10,NSE,UDIFF F&O BHAVCOPY,OPTION,ADANIENSOL
