trade_date,segment,source,instrument,underlying,symbol,expiry,strike,option_type,open,high,low,close,last_price,settle_price,volume,turnover,open_interest,change_in_oi,source_row_number,source_provider,source_format,contract_type,aqsd_underlying
2026-07-27,FO,NSE,STF,ABCAPITAL,ABCAPITAL,2026-07-28,,,395.1,400.5,394.05,399.95,400.3,399.95,3151,3882745970.0,4870100,-7815100,30,NSE,UDIFF F&O BHAVCOPY,FUTURE,ABCAPITAL
2026-07-27,FO,NSE,STF,ABCAPITAL,ABCAPITAL,2026-08-25,,,397.05,402.95,397.0,402.25,402.8,402.25,3476,4307947705.0,30597000,6640200,56,NSE,UDIFF F&O BHAVCOPY,FUTURE,ABCAPITAL
2026-07-27,FO,NSE,STF,ABCAPITAL,ABCAPITAL,2026-09-29,,,398.0,404.65,398.0,404.4,404.65,404.4,44,54848610.0,375100,6200,92,NSE,UDIFF F&O BHAVCOPY,FUTURE,ABCAPITAL
2026-07-27,FO,NSE,STF,ADANIENSOL,ADANIENSOL,2026-08-25,,,1725.1,1725.1,1684.0,1710.9,1717.0,1710.9,10305,11820382042.5,17124075,4769550,160,NSE,UDIFF F&O BHAVCOPY,FUTURE,ADANIENSOL
2026-07-27,FO,NSE,STF,ADANIENSOL,ADANIENSOL,2026-07-28,,,1712.7,1716.8,1676.7,1701.2,1704.0,1701.2,8675,9900079267.5,3776625,-4764825,195,NSE,UDIFF F&O BHAVCOPY,FUTURE,ADANIENSOL
2026-07-27,FO,NSE,STF,ADANIENSOL,ADANIENSOL,2026-09-29,,,1720.7,1733.4,1696.1,1697.8,1697.8,1723.2,40,46303515.0,68175,18900,211,NSE,UDIFF F&O BHAVCOPY,FUTURE,ADANIENSOL
2026-07-27,FO,NSE,STF,GODFRYPHLP,GODFRYPHLP,2026-07-28,,,2152.0,2253.3,2109.0,2198.4,2203.6,2198.4,4952,3000142887.5,297275,-525800,331,NSE,UDIFF F&O BHAVCOPY,FUTURE,GODFRYPHLP
2026-07-27,FO,NSE,STF,GODFRYPHLP,GODFRYPHLP,2026-09-29,,,2119.3,2213.8,2119.0,2163.9,2165.0,2163.9,92,54920992.5,37675,10175,335,NSE,UDIFF F&O BHAVCOPY,FUTURE,GODFRYPHLP
2026-07-27,FO,NSE,STF,GODFRYPHLP,GODFRYPHLP,2026-08-25,,,2109.0,2226.0,2109.0,2175.0,2170.0,2175.0,6065,3632706357.5,1536700,306350,414,NSE,UDIFF F&O BHAVCOPY,FUTURE,GODFRYPHLP
2026-07-27,FO,NSE,STF,INDHOTEL,INDHOTEL,2026-07-28,,,728.05,737.55,728.05,733.1,732.55,733.1,6558,4803491850.0,2522000,-5452000,513,NSE,UDIFF F&O BHAVCOPY,FUTURE,INDHOTEL
2026-07-27,FO,NSE,STF,INDHOTEL,INDHOTEL,2026-08-25,,,736.0,742.0,732.5,737.05,737.5,737.05,6612,4868928800.0,19940000,5156000,543,NSE,UDIFF F&O BHAVCOPY,FUTURE,INDHOTEL
2026-07-27,FO,NSE,STF,INDHOTEL,INDHOTEL,2026-09-29,,,740.0,744.95,738.1,741.4,742.15,741.4,46,34107150.0,4731000,19000,544,NSE,UDIFF F&O BHAVCOPY,FUTURE,INDHOTEL
2026-07-27,FO,NSE,STF,INDIANB,INDIANB,2026-07-28,,,825.7,837.6,825.55,831.05,830.9,831.05,5632,4679052450.0,4603000,-4584000,583,NSE,UDIFF F&O BHAVCOPY,FUTURE,INDIANB
