security_id,symbol,resolved_fyers_symbol,market_price_scope,acquisition_source,resolution,name,sector,industry,exchange,instrument_class,security_type,is_index,is_stock,fno_membership_status,fno_membership_asof,queue_status,download_required,queue_generated_at
SMD-0128,KALYANKJIL,NSE:KALYANKJIL-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0129,KAYNES,NSE:KAYNES-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0130,KEI,NSE:KEI-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0131,KFINTECH,NSE:KFINTECH-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0132,KOTAKBANK,NSE:KOTAKBANK-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0133,KPITTECH,NSE:KPITTECH-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0134,LAURUSLABS,NSE:LAURUSLABS-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0135,LICHSGFIN,NSE:LICHSGFIN-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0136,LICI,NSE:LICI-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0137,LODHA,NSE:LODHA-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0138,LT,NSE:LT-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0139,LTF,NSE:LTF-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0141,LTM,NSE:LTM-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0142,LUPIN,NSE:LUPIN-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0143,M&M,NSE:M&M-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0145,MANAPPURAM,NSE:MANAPPURAM-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0146,MANKIND,NSE:MANKIND-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0147,MARICO,NSE:MARICO-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0148,MARUTI,NSE:MARUTI-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0149,MAXHEALTH,NSE:MAXHEALTH-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0150,MAZDOCK,NSE:MAZDOCK-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0151,MCX,NSE:MCX-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0152,MFSL,NSE:MFSL-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0154,MIDCPNIFTY,NSE:MIDCPNIFTY-INDEX,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,INDEX_UNDERLYING,INDEX,YES,NO,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0155,MOTHERSON,NSE:MOTHERSON-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0156,MOTILALOFS,NSE:MOTILALOFS-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0157,MPHASIS,NSE:MPHASIS-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0158,MUTHOOTFIN,NSE:MUTHOOTFIN-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0159,NAM-INDIA,NSE:NAM-INDIA-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0160,NATIONALUM,NSE:NATIONALUM-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0161,NAUKRI,NSE:NAUKRI-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0162,NBCC,NSE:NBCC-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0164,NESTLEIND,NSE:NESTLEIND-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0165,NHPC,NSE:NHPC-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0166,NIFTY,NSE:NIFTY50-INDEX,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,INDEX_UNDERLYING,INDEX,YES,NO,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0167,NIFTYNXT50,NSE:NIFTYNXT50-INDEX,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,INDEX_UNDERLYING,INDEX,YES,NO,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0168,NMDC,NSE:NMDC-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0169,NTPC,NSE:NTPC-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0171,NYKAA,NSE:NYKAA-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0172,OBEROIRLTY,NSE:OBEROIRLTY-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0173,OFSS,NSE:OFSS-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0174,OIL,NSE:OIL-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0175,ONGC,NSE:ONGC-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0176,PAGEIND,NSE:PAGEIND-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0177,PATANJALI,NSE:PATANJALI-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0178,PAYTM,NSE:PAYTM-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0180,PERSISTENT,NSE:PERSISTENT-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0181,PETRONET,NSE:PETRONET-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0182,PFC,NSE:PFC-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0183,PGEL,NSE:PGEL-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0184,PHOENIXLTD,NSE:PHOENIXLTD-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0185,PIDILITIND,NSE:PIDILITIND-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0186,PIIND,NSE:PIIND-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0187,PNB,NSE:PNB-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0188,PNBHOUSING,NSE:PNBHOUSING-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0189,POLICYBZR,NSE:POLICYBZR-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0190,POLYCAB,NSE:POLYCAB-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0192,POWERGRID,NSE:POWERGRID-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0193,POWERINDIA,NSE:POWERINDIA-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0195,PREMIERENE,NSE:PREMIERENE-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0196,PRESTIGE,NSE:PRESTIGE-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0197,RADICO,NSE:RADICO-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0198,RBLBANK,NSE:RBLBANK-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0199,RECLTD,NSE:RECLTD-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0200,RELIANCE,NSE:RELIANCE-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0201,RVNL,NSE:RVNL-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0202,SAIL,NSE:SAIL-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0204,SBICARD,NSE:SBICARD-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0205,SBILIFE,NSE:SBILIFE-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0206,SBIN,NSE:SBIN-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0207,SHREECEM,NSE:SHREECEM-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0208,SHRIRAMFIN,NSE:SHRIRAMFIN-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0209,SIEMENS,NSE:SIEMENS-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0211,SOLARINDS,NSE:SOLARINDS-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0212,SONACOMS,NSE:SONACOMS-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0213,SRF,NSE:SRF-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0214,SUNPHARMA,NSE:SUNPHARMA-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0215,SUPREMEIND,NSE:SUPREMEIND-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0216,SUZLON,NSE:SUZLON-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0217,SWIGGY,NSE:SWIGGY-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0221,TATACONSUM,NSE:TATACONSUM-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0222,TATAELXSI,NSE:TATAELXSI-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0224,TATAPOWER,NSE:TATAPOWER-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0225,TATASTEEL,NSE:TATASTEEL-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0227,TCS,NSE:TCS-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0228,TECHM,NSE:TECHM-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0229,TIINDIA,NSE:TIINDIA-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0231,TITAN,NSE:TITAN-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0232,TMPV,NSE:TMPV-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0233,TORNTPHARM,NSE:TORNTPHARM-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0235,TRENT,NSE:TRENT-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0236,TVSMOTOR,NSE:TVSMOTOR-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0237,ULTRACEMCO,NSE:ULTRACEMCO-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0238,UNIONBANK,NSE:UNIONBANK-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0239,UNITDSPR,NSE:UNITDSPR-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0240,UNOMINDA,NSE:UNOMINDA-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0241,UPL,NSE:UPL-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0242,VBL,NSE:VBL-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0243,VEDL,NSE:VEDL-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0244,VMM,NSE:VMM-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0245,VOLTAS,NSE:VOLTAS-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0246,WAAREEENER,NSE:WAAREEENER-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0247,WIPRO,NSE:WIPRO-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0248,YESBANK,NSE:YESBANK-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
SMD-0249,ZYDUSLIFE,NSE:ZYDUSLIFE-EQ,CURRENT_FNO,FYERS_HISTORY_API,1D,,,,NSE,STOCK_UNDERLYING,EQUITY,NO,YES,CURRENT_FNO,2026-08-04,READY,True,2026-08-04T23:43:14+05:30
