trade_date,segment,source,instrument,underlying,symbol,expiry,strike,option_type,open,high,low,close,last_price,settle_price,volume,turnover,open_interest,change_in_oi,source_row_number,source_provider,source_format,contract_type,aqsd_underlying
2026-07-31,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-08-25,350.0,PE,0.95,1.2,0.5,0.55,0.55,0.55,198,215250825.0,579700,52700,1,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-07-31,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-08-25,355.0,PE,0.7,1.0,0.7,0.75,0.7,0.75,24,26474775.0,58900,-31000,2,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-07-31,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-10-27,390.0,CE,0.0,0.0,0.0,35.25,0.0,42.7,0,0.0,0,0,3,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-07-31,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-09-29,380.0,CE,0.0,0.0,0.0,41.05,0.0,42.35,0,0.0,0,0,5,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-07-31,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-10-27,340.0,CE,0.0,0.0,0.0,65.95,0.0,76.5,0,0.0,0,0,6,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-07-31,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-08-25,460.0,PE,54.85,54.85,54.85,54.85,54.85,54.85,6,9576210.0,21700,9300,7,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-07-31,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-09-29,430.0,PE,0.0,0.0,0.0,51.45,0.0,39.1,0,0.0,0,0,8,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-07-31,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-09-29,450.0,CE,8.25,8.25,8.0,8.0,8.0,12.15,9,12782075.0,55800,27900,9,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-07-31,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-10-27,460.0,PE,0.0,0.0,0.0,73.65,0.0,63.65,0,0.0,0,0,10,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-07-31,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-09-29,440.0,PE,0.0,0.0,0.0,58.35,0.0,45.8,0,0.0,0,0,11,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-07-31,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-10-27,410.0,CE,0.0,0.0,0.0,26.45,0.0,32.6,0,0.0,0,0,12,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-07-31,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-09-29,440.0,CE,0.0,0.0,0.0,17.05,0.0,14.85,0,0.0,0,0,13,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-07-31,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-09-29,395.0,PE,0.0,0.0,0.0,26.25,0.0,19.95,0,0.0,0,0,14,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-07-31,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-09-29,435.0,PE,0.0,0.0,0.0,51.6,0.0,42.4,0,0.0,0,0,15,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-07-31,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-08-25,365.0,CE,0.0,0.0,0.0,42.4,0.0,44.25,0,0.0,0,0,16,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
