trade_date,segment,source,instrument,underlying,symbol,expiry,strike,option_type,open,high,low,close,last_price,settle_price,volume,turnover,open_interest,change_in_oi,source_row_number,source_provider,source_format,contract_type,aqsd_underlying
2026-05-11,FO,NSE,STF,ABCAPITAL,ABCAPITAL,2026-05-26,,,358.5,359.95,352.6,354.45,354.7,354.45,3079,3398537905.0,39568400,1373300,37,NSE,UDIFF F&O BHAVCOPY,FUTURE,ABCAPITAL
2026-05-11,FO,NSE,STF,ABCAPITAL,ABCAPITAL,2026-06-30,,,357.15,361.95,355.0,356.6,356.5,356.6,110,122256250.0,979600,46500,79,NSE,UDIFF F&O BHAVCOPY,FUTURE,ABCAPITAL
2026-05-11,FO,NSE,STF,ABCAPITAL,ABCAPITAL,2026-07-28,,,361.4,362.0,357.75,358.65,358.55,358.65,16,17830580.0,124000,6200,115,NSE,UDIFF F&O BHAVCOPY,FUTURE,ABCAPITAL
2026-05-11,FO,NSE,STF,ADANIENSOL,ADANIENSOL,2026-05-26,,,1349.4,1363.4,1303.8,1347.3,1352.5,1347.3,6626,5975252685.0,21062025,124200,155,NSE,UDIFF F&O BHAVCOPY,FUTURE,ADANIENSOL
2026-05-11,FO,NSE,STF,ADANIENSOL,ADANIENSOL,2026-06-30,,,1350.0,1368.7,1315.0,1352.6,1355.6,1352.6,178,161000055.0,225450,18900,156,NSE,UDIFF F&O BHAVCOPY,FUTURE,ADANIENSOL
2026-05-11,FO,NSE,STF,ADANIENSOL,ADANIENSOL,2026-07-28,,,1349.9,1357.4,1332.7,1357.4,1357.4,1358.7,11,9945517.5,20250,4725,197,NSE,UDIFF F&O BHAVCOPY,FUTURE,ADANIENSOL
2026-05-11,FO,NSE,STF,INDIANB,INDIANB,2026-06-30,,,859.65,859.65,843.3,845.0,845.7,845.0,124,105276150.0,550000,9000,340,NSE,UDIFF F&O BHAVCOPY,FUTURE,INDIANB
2026-05-11,FO,NSE,STF,INDIANB,INDIANB,2026-05-26,,,860.5,866.85,841.1,843.2,843.05,843.2,2247,1907549900.0,14049000,180000,438,NSE,UDIFF F&O BHAVCOPY,FUTURE,INDIANB
2026-05-11,FO,NSE,STF,INDIANB,INDIANB,2026-07-28,,,860.0,860.0,848.35,848.35,848.35,848.35,18,15370950.0,29000,6000,454,NSE,UDIFF F&O BHAVCOPY,FUTURE,INDIANB
2026-05-11,FO,NSE,STF,INOXWIND,INOXWIND,2026-07-28,,,104.01,104.01,101.13,101.39,101.3,101.39,28,18310912.0,998400,121600,476,NSE,UDIFF F&O BHAVCOPY,FUTURE,INOXWIND
2026-05-11,FO,NSE,STF,INOXWIND,INOXWIND,2026-06-30,,,102.6,103.21,100.62,100.94,100.88,100.94,191,69648722.0,3360500,339625,485,NSE,UDIFF F&O BHAVCOPY,FUTURE,INOXWIND
2026-05-11,FO,NSE,STF,INOXWIND,INOXWIND,2026-05-26,,,103.3,103.3,99.8,100.18,100.16,100.18,2211,800080853.0,82965025,-886600,566,NSE,UDIFF F&O BHAVCOPY,FUTURE,INOXWIND
2026-05-11,FO,NSE,STF,JINDALSTEL,JINDALSTEL,2026-05-26,,,1264.0,1265.0,1235.5,1237.4,1238.4,1237.4,1600,1243973875.0,12434375,79375,640,NSE,UDIFF F&O BHAVCOPY,FUTURE,JINDALSTEL
2026-05-11,FO,NSE,STF,JINDALSTEL,JINDALSTEL,2026-07-28,,,1260.0,1260.0,1251.0,1251.7,1252.0,1251.7,9,7060187.5,17500,2500,684,NSE,UDIFF F&O BHAVCOPY,FUTURE,JINDALSTEL
2026-05-11,FO,NSE,STF,JINDALSTEL,JINDALSTEL,2026-06-30,,,1268.1,1268.1,1244.0,1244.9,1245.0,1244.9,38,29740437.5,102500,6250,783,NSE,UDIFF F&O BHAVCOPY,FUTURE,JINDALSTEL
2026-05-11,FO,NSE,STF,MPHASIS,MPHASIS,2026-07-28,,,2226.8,2241.0,2226.8,2241.0,2241.0,2231.3,3,1844177.5,7425,-275,827,NSE,UDIFF F&O BHAVCOPY,FUTURE,MPHASIS
2026-05-11,FO,NSE,STF,MPHASIS,MPHASIS,2026-05-26,,,2227.9,2227.9,2201.1,2210.0,2209.8,2210.0,1292,785793057.5,4610100,-38775,851,NSE,UDIFF F&O BHAVCOPY,FUTURE,MPHASIS
2026-05-11,FO,NSE,STF,MPHASIS,MPHASIS,2026-06-30,,,2232.8,2235.0,2218.6,2223.3,2226.1,2223.3,68,41660272.5,106975,8525,852,NSE,UDIFF F&O BHAVCOPY,FUTURE,MPHASIS
2026-05-11,FO,NSE,STF,NESTLEIND,NESTLEIND,2026-05-26,,,1479.8,1495.7,1471.6,1484.3,1484.0,1484.3,2446,1818683200.0,12769500,-90000,1099,NSE,UDIFF F&O BHAVCOPY,FUTURE,NESTLEIND
2026-05-11,FO,NSE,STF,NESTLEIND,NESTLEIND,2026-07-28,,,1487.0,1507.0,1487.0,1500.7,1500.7,1502.2,6,4499900.0,106500,0,1102,NSE,UDIFF F&O BHAVCOPY,FUTURE,NESTLEIND
2026-05-11,FO,NSE,STF,NESTLEIND,NESTLEIND,2026-06-30,,,1482.6,1502.9,1482.0,1492.4,1490.1,1492.4,182,136107600.0,1166500,51500,1183,NSE,UDIFF F&O BHAVCOPY,FUTURE,NESTLEIND
2026-05-11,FO,NSE,STF,NTPC,NTPC,2026-07-28,,,409.0,409.2,399.3,399.8,399.3,399.8,21,12771150.0,301500,12000,1262,NSE,UDIFF F&O BHAVCOPY,FUTURE,NTPC
2026-05-11,FO,NSE,STF,NTPC,NTPC,2026-06-30,,,405.1,408.2,395.4,397.15,395.4,397.15,906,544488975.0,12226500,753000,1337,NSE,UDIFF F&O BHAVCOPY,FUTURE,NTPC
2026-05-11,FO,NSE,STF,NTPC,NTPC,2026-05-26,,,401.3,406.2,392.75,394.55,392.9,394.55,6712,4025151375.0,104247000,906000,1372,NSE,UDIFF F&O BHAVCOPY,FUTURE,NTPC
2026-05-11,FO,NSE,STF,PRESTIGE,PRESTIGE,2026-07-28,,,1497.0,1497.0,1486.0,1486.0,1486.0,1475.4,3,2016000.0,3150,1350,1452,NSE,UDIFF F&O BHAVCOPY,FUTURE,PRESTIGE
2026-05-11,FO,NSE,STF,PRESTIGE,PRESTIGE,2026-05-26,,,1488.0,1488.0,1451.8,1458.7,1464.0,1458.7,1069,707112585.0,5318550,-122400,1464,NSE,UDIFF F&O BHAVCOPY,FUTURE,PRESTIGE
2026-05-11,FO,NSE,STF,PRESTIGE,PRESTIGE,2026-06-30,,,1480.8,1492.2,1461.2,1466.0,1468.9,1466.0,33,21927690.0,251550,1800,1483,NSE,UDIFF F&O BHAVCOPY,FUTURE,PRESTIGE
2026-05-11,FO,NSE,STF,SHREECEM,SHREECEM,2026-05-26,,,25240.0,25470.0,25015.0,25280.0,25340.0,25280.0,1167,737882625.0,424200,-5650,1553,NSE,UDIFF F&O BHAVCOPY,FUTURE,SHREECEM
2026-05-11,FO,NSE,STF,SHREECEM,SHREECEM,2026-06-30,,,25110.0,25290.0,24770.0,25130.0,25100.0,25130.0,37,23222625.0,10825,100,1634,NSE,UDIFF F&O BHAVCOPY,FUTURE,SHREECEM
2026-05-11,FO,NSE,STF,SHREECEM,SHREECEM,2026-07-28,,,25050.0,25125.0,24965.0,25020.0,24985.0,25020.0,20,12511000.0,775,400,1680,NSE,UDIFF F&O BHAVCOPY,FUTURE,SHREECEM
2026-05-11,FO,NSE,STF,TATAELXSI,TATAELXSI,2026-06-30,,,4236.0,4250.0,4165.0,4173.5,4171.8,4173.5,393,165246570.0,239500,14200,1707,NSE,UDIFF F&O BHAVCOPY,FUTURE,TATAELXSI
2026-05-11,FO,NSE,STF,TATAELXSI,TATAELXSI,2026-07-28,,,4255.1,4255.1,4170.1,4177.0,4170.1,4177.0,58,30545462.5,11875,2750,1712,NSE,UDIFF F&O BHAVCOPY,FUTURE,TATAELXSI
2026-05-11,FO,NSE,STF,TATAELXSI,TATAELXSI,2026-05-26,,,4319.0,4319.0,4230.2,4238.5,4244.3,4238.5,1914,817253750.0,2091400,24300,1832,NSE,UDIFF F&O BHAVCOPY,FUTURE,TATAELXSI
2026-05-11,FO,NSE,STF,TATASTEEL,TATASTEEL,2026-05-26,,,214.48,215.36,212.0,212.37,212.26,212.37,5304,3114178375.0,166765500,-3734500,1851,NSE,UDIFF F&O BHAVCOPY,FUTURE,TATASTEEL
2026-05-11,FO,NSE,STF,TATASTEEL,TATASTEEL,2026-06-30,,,212.56,214.15,210.7,211.31,211.62,211.31,601,351031560.0,15122250,308000,1913,NSE,UDIFF F&O BHAVCOPY,FUTURE,TATASTEEL
2026-05-11,FO,NSE,STF,TATASTEEL,TATASTEEL,2026-07-28,,,213.87,214.92,212.01,212.62,212.65,212.62,81,47580307.5,558250,22000,1952,NSE,UDIFF F&O BHAVCOPY,FUTURE,TATASTEEL
2026-05-11,FO,NSE,STF,TCS,TCS,2026-06-30,,,2370.0,2394.0,2348.9,2374.9,2374.0,2374.9,1383,575836205.0,3416000,43225,2089,NSE,UDIFF F&O BHAVCOPY,FUTURE,TCS
2026-05-11,FO,NSE,STF,TCS,TCS,2026-05-26,,,2353.3,2390.9,2350.1,2370.3,2371.8,2370.3,10884,4524232527.5,36960875,-128975,2143,NSE,UDIFF F&O BHAVCOPY,FUTURE,TCS
