trade_date,segment,source,instrument,underlying,symbol,expiry,strike,option_type,open,high,low,close,last_price,settle_price,volume,turnover,open_interest,change_in_oi,source_row_number,source_provider,source_format,contract_type,aqsd_underlying
2026-06-22,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-07-28,380.0,CE,13.85,23.75,13.85,23.35,23.75,23.35,348,430675095.0,238700,27900,1,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-06-22,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-08-25,370.0,CE,0.0,0.0,0.0,24.0,24.0,41.25,0,0.0,3100,0,2,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-06-22,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-06-30,340.0,PE,0.4,0.4,0.2,0.2,0.2,0.2,180,189857175.0,517700,-167400,3,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-06-22,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-07-28,305.0,PE,0.0,0.0,0.0,3.85,0.0,0.4,0,0.0,0,0,4,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-06-22,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-07-28,330.0,PE,1.95,1.95,0.9,1.0,1.0,1.0,59,60574775.0,105400,-40300,5,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-06-22,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-07-28,340.0,PE,2.35,2.35,1.5,1.6,1.55,1.6,54,57237470.0,74400,-6200,6,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-06-22,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-07-28,420.0,PE,35.0,35.0,34.0,34.0,34.0,35.95,10,14077100.0,31000,18600,7,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-06-22,FO,NSE,STF,ABCAPITAL,ABCAPITAL,2026-07-28,,,378.0,394.75,378.0,393.8,394.5,393.8,1374,1655727515.0,4113700,1016800,8,NSE,UDIFF F&O BHAVCOPY,FUTURE,ABCAPITAL
2026-06-22,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-06-30,315.0,CE,0.0,0.0,0.0,39.35,39.35,77.4,0,0.0,12400,0,9,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-06-22,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-07-28,335.0,CE,0.0,0.0,0.0,42.3,0.0,61.45,0,0.0,0,0,10,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-06-22,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-07-28,395.0,PE,16.25,16.25,16.25,16.25,16.25,20.5,1,1274875.0,3100,3100,11,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-06-22,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-06-30,325.0,PE,0.15,0.15,0.1,0.1,0.1,0.1,23,23179785.0,155000,-37200,12,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-06-22,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-06-30,330.0,PE,0.2,0.2,0.1,0.1,0.15,0.1,127,129965640.0,238700,-161200,13,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-06-22,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-08-25,390.0,CE,0.0,0.0,0.0,20.65,0.0,30.1,0,0.0,0,0,14,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-06-22,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-06-30,325.0,CE,0.0,0.0,0.0,47.0,47.0,67.4,0,0.0,12400,0,15,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-06-22,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-07-28,405.0,CE,0.0,0.0,0.0,11.0,0.0,15.7,0,0.0,0,0,16,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-06-22,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-08-25,360.0,CE,0.0,0.0,0.0,15.5,15.5,47.7,0,0.0,6200,0,17,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-06-22,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-06-30,345.0,PE,0.35,0.35,0.25,0.25,0.25,0.25,97,103832640.0,325500,-136400,18,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
