trade_date,segment,source,instrument,underlying,symbol,expiry,strike,option_type,open,high,low,close,last_price,settle_price,volume,turnover,open_interest,change_in_oi,source_row_number,source_provider,source_format,contract_type,aqsd_underlying
2026-05-22,FO,NSE,STF,ABCAPITAL,ABCAPITAL,2026-07-28,,,353.0,362.3,353.0,361.8,362.3,361.8,10,11092265.0,1525200,-9300,1,NSE,UDIFF F&O BHAVCOPY,FUTURE,ABCAPITAL
2026-05-22,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-05-26,410.0,CE,0.05,0.05,0.05,0.05,0.05,0.0,6,7626930.0,279000,-6200,2,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-05-22,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-05-26,420.0,CE,0.05,0.05,0.05,0.05,0.05,0.0,3,3906465.0,96100,-9300,3,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-05-22,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-06-30,300.0,CE,58.5,60.0,58.5,60.0,60.0,60.0,2,2227350.0,6200,6200,4,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-05-22,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-06-30,330.0,CE,28.5,33.9,28.5,33.9,33.9,33.9,5,5586665.0,55800,12400,5,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-05-22,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-06-30,370.0,CE,7.0,10.3,7.0,10.15,10.0,10.15,284,333916500.0,787400,201500,6,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-05-22,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-05-26,325.0,PE,0.2,0.2,0.05,0.05,0.05,0.05,32,32251935.0,142600,-40300,7,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-05-22,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-07-28,410.0,CE,0.0,0.0,0.0,7.9,0.0,9.15,0,0.0,0,0,8,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-05-22,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-06-30,395.0,CE,0.0,0.0,0.0,3.0,3.0,7.1,0,0.0,6200,0,9,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-05-22,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-06-30,365.0,CE,9.05,12.1,9.0,12.1,12.1,12.1,27,31454150.0,52700,0,10,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-05-22,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-06-30,315.0,CE,0.0,0.0,0.0,37.6,0.0,48.2,0,0.0,0,0,11,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-05-22,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-05-26,400.0,CE,0.1,0.15,0.05,0.1,0.05,0.1,177,219533475.0,2830300,-158100,12,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-05-22,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-05-26,310.0,CE,0.0,0.0,0.0,41.65,41.65,47.5,0,0.0,27900,0,13,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-05-22,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-06-30,380.0,CE,4.85,6.85,4.85,6.85,6.8,6.85,90,107657885.0,226300,65100,14,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-05-22,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-06-30,400.0,CE,2.15,3.1,2.05,3.0,3.0,3.0,198,247243910.0,499100,-12400,15,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
2026-05-22,FO,NSE,STO,ABCAPITAL,ABCAPITAL,2026-05-26,370.0,CE,0.5,0.85,0.35,0.55,0.5,0.55,549,630612850.0,1230700,-372000,16,NSE,UDIFF F&O BHAVCOPY,OPTION,ABCAPITAL
