trade_date,segment,source,instrument,underlying,symbol,expiry,strike,option_type,open,high,low,close,last_price,settle_price,volume,turnover,open_interest,change_in_oi,source_row_number,source_provider,source_format,contract_type,aqsd_underlying
2026-07-17,FO,NSE,STF,ABCAPITAL,ABCAPITAL,2026-08-25,,,401.4,406.1,398.6,404.65,404.45,404.65,140,175132950.0,1094300,179800,87,NSE,UDIFF F&O BHAVCOPY,FUTURE,ABCAPITAL
2026-07-17,FO,NSE,STF,ABCAPITAL,ABCAPITAL,2026-07-28,,,399.6,404.0,396.55,402.7,402.5,402.7,1363,1695894060.0,37882000,-399900,140,NSE,UDIFF F&O BHAVCOPY,FUTURE,ABCAPITAL
2026-07-17,FO,NSE,STF,ABCAPITAL,ABCAPITAL,2026-09-29,,,401.6,407.5,401.25,407.5,407.5,406.95,11,13800425.0,198400,-12400,142,NSE,UDIFF F&O BHAVCOPY,FUTURE,ABCAPITAL
2026-07-17,FO,NSE,STF,ADANIENSOL,ADANIENSOL,2026-09-29,,,1746.0,1772.0,1743.6,1743.6,1743.6,1743.6,12,14272335.0,27675,4050,239,NSE,UDIFF F&O BHAVCOPY,FUTURE,ADANIENSOL
2026-07-17,FO,NSE,STF,ADANIENSOL,ADANIENSOL,2026-08-25,,,1723.1,1771.8,1714.8,1735.1,1730.1,1735.1,401,473793840.0,335475,47250,285,NSE,UDIFF F&O BHAVCOPY,FUTURE,ADANIENSOL
2026-07-17,FO,NSE,STF,ADANIENSOL,ADANIENSOL,2026-07-28,,,1707.2,1764.0,1695.1,1724.8,1726.0,1724.8,5319,6248259877.5,19577700,517725,293,NSE,UDIFF F&O BHAVCOPY,FUTURE,ADANIENSOL
2026-07-17,FO,NSE,STF,GODFRYPHLP,GODFRYPHLP,2026-07-28,,,2130.4,2145.9,2110.1,2116.0,2112.0,2116.0,372,217509765.0,1798500,3575,384,NSE,UDIFF F&O BHAVCOPY,FUTURE,GODFRYPHLP
2026-07-17,FO,NSE,STF,GODFRYPHLP,GODFRYPHLP,2026-09-29,,,2100.0,2101.1,2100.0,2101.1,2101.1,2138.3,3,1732802.5,13750,-275,385,NSE,UDIFF F&O BHAVCOPY,FUTURE,GODFRYPHLP
2026-07-17,FO,NSE,STF,GODFRYPHLP,GODFRYPHLP,2026-08-25,,,2114.0,2120.4,2086.9,2095.4,2094.9,2095.4,194,112185837.5,208725,19525,401,NSE,UDIFF F&O BHAVCOPY,FUTURE,GODFRYPHLP
2026-07-17,FO,NSE,STF,INDHOTEL,INDHOTEL,2026-09-29,,,740.0,748.7,736.85,737.0,737.0,737.7,15,11129050.0,51000,5000,430,NSE,UDIFF F&O BHAVCOPY,FUTURE,INDHOTEL
2026-07-17,FO,NSE,STF,INDHOTEL,INDHOTEL,2026-08-25,,,736.5,747.0,730.3,731.8,732.3,731.8,347,255887300.0,627000,129000,431,NSE,UDIFF F&O BHAVCOPY,FUTURE,INDHOTEL
2026-07-17,FO,NSE,STF,INDHOTEL,INDHOTEL,2026-07-28,,,737.95,743.6,726.0,728.0,727.5,728.0,4659,3419257050.0,27665000,1407000,513,NSE,UDIFF F&O BHAVCOPY,FUTURE,INDHOTEL
2026-07-17,FO,NSE,STF,INDIANB,INDIANB,2026-09-29,,,825.0,839.1,825.0,837.7,834.4,837.7,23,19151400.0,102000,5000,642,NSE,UDIFF F&O BHAVCOPY,FUTURE,INDIANB
2026-07-17,FO,NSE,STF,INDIANB,INDIANB,2026-08-25,,,822.8,837.8,822.65,834.1,832.95,834.1,288,239374000.0,1175000,110000,703,NSE,UDIFF F&O BHAVCOPY,FUTURE,INDIANB
2026-07-17,FO,NSE,STF,INDIANB,INDIANB,2026-07-28,,,820.05,835.95,819.05,832.7,832.0,832.7,2162,1792765550.0,17147000,-285000,757,NSE,UDIFF F&O BHAVCOPY,FUTURE,INDIANB
2026-07-17,FO,NSE,STF,INOXWIND,INOXWIND,2026-08-25,,,78.6,79.21,77.7,78.76,78.66,78.76,399,200513856.0,12198400,678400,818,NSE,UDIFF F&O BHAVCOPY,FUTURE,INOXWIND
2026-07-17,FO,NSE,STF,INOXWIND,INOXWIND,2026-07-28,,,78.62,78.71,77.09,78.36,78.41,78.36,1343,670600320.0,104672000,-755200,852,NSE,UDIFF F&O BHAVCOPY,FUTURE,INOXWIND
